request_key,timestamp_start,timestamp_first_token,timestamp_end,duration_ms,session_id,parent_session_id,request_id,provider_request_id,request_sequence,turn_sequence,loop_index,agent,role,model,provider,api_backend,gauntlet_objective_id,objective_attribution_confidence,prompt_input_tokens,completion_output_tokens,total_tokens,token_measurement,context_window_tokens_before,context_window_tokens_after,record_count,tool_calls_in_context,tool_calls_emitted,tool_names_emitted,context_content_characters,context_content_bytes,context_serialized_characters,context_serialized_bytes,tool_argument_characters_in_context,reasoning_summary_characters_in_context,context_sha256,reasoning_effort,cache_hit,cached_read_tokens,cache_creation_tokens,compaction_happened,compaction_size_before_tokens,compaction_size_after_tokens,retry_number,http_provider_status,error_type,success,immediately_after_child_finished,activity_class,new_decision_high_confidence,repeated_context_tokens_estimate,repeated_context_percentage_estimate,context_reconstruction
019ffdda-1b40-7b90-91ae-cc7f3ad623b0:00008,2026-08-14T01:21:06.561Z,2026-08-14T01:21:07.763Z,2026-08-14T01:21:10.236Z,3675,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,2ccb741b-ee4e-4cd5-b10f-e6e48f8d4cc2,,8,0,8,orchestrator,parent/orchestrator,grok-4.6,xAI,responses/unknown,BOOTSTRAP-01,medium,55712,685,56397,grok_context_meter_at_generation_start; completion_delta_estimate,55712,56397,,,1,"[""get_command_or_subagent_output""]",,,,,,,,,,,,false,,,0,,,true,false,wait/result-processing,false,54173,97.2376,unavailable_after_compaction
019ffddb-9859-7833-b05f-476bad51ba1d:00002,2026-08-14T01:21:07.380Z,2026-08-14T01:21:09.011Z,2026-08-14T01:21:16.085Z,8705,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,2,0,2,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,13294,1377,14671,grok_context_meter_at_generation_start; completion_delta_estimate,13294,14671,,,6,"[""read_file"",""read_file"",""read_file"",""read_file"",""list_dir"",""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,9785,73.6046,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00003,2026-08-14T01:21:17.353Z,,2026-08-14T01:21:19.555Z,2202,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,3,0,3,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,14920,0,14920,grok_context_meter_at_generation_start; completion_delta_estimate,14920,14920,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,13294,89.1019,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00004,2026-08-14T01:21:20.143Z,2026-08-14T01:21:21.197Z,2026-08-14T01:21:42.316Z,22173,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,4,0,4,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,14922,1351,16273,grok_context_meter_at_generation_start; completion_delta_estimate,14922,16273,,,1,"[""write""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,14920,99.9866,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00005,2026-08-14T01:21:42.635Z,2026-08-14T01:21:43.887Z,2026-08-14T01:21:56.642Z,14007,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,5,0,5,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,16302,1649,17951,grok_context_meter_at_generation_start; completion_delta_estimate,16302,17951,,,1,"[""write""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,14922,91.5348,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00006,2026-08-14T01:21:56.951Z,2026-08-14T01:21:58.859Z,2026-08-14T01:22:02.711Z,5760,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,6,0,6,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,17982,165,18147,grok_context_meter_at_generation_start; completion_delta_estimate,17982,18147,,,1,"[""search_replace""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,16302,90.6573,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00007,2026-08-14T01:22:02.961Z,2026-08-14T01:22:04.928Z,2026-08-14T01:22:08.778Z,5817,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,7,0,7,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,18181,772,18953,grok_context_meter_at_generation_start; completion_delta_estimate,18181,18953,,,1,"[""write""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,17982,98.9055,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00008,2026-08-14T01:22:09.013Z,2026-08-14T01:22:10.622Z,2026-08-14T01:22:13.980Z,4967,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,8,0,8,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,18983,465,19448,grok_context_meter_at_generation_start; completion_delta_estimate,18983,19448,,,2,"[""read_file"",""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,18181,95.7752,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00009,2026-08-14T01:22:14.761Z,2026-08-14T01:22:15.902Z,2026-08-14T01:22:17.796Z,3035,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,9,0,9,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,19473,23,19496,grok_context_meter_at_generation_start; completion_delta_estimate,19473,19496,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,18983,97.4837,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00010,2026-08-14T01:22:18.511Z,2026-08-14T01:22:20.624Z,2026-08-14T01:22:21.757Z,3246,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,10,0,10,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,19520,146,19666,grok_context_meter_at_generation_start; completion_delta_estimate,19520,19666,,,1,"[""search_replace""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,19473,99.7592,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00011,2026-08-14T01:22:21.948Z,2026-08-14T01:22:23.004Z,2026-08-14T01:22:23.477Z,1529,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,11,0,11,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,19705,73,19778,grok_context_meter_at_generation_start; completion_delta_estimate,19705,19778,,,1,"[""read_file""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,19520,99.0612,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00012,2026-08-14T01:22:23.675Z,2026-08-14T01:22:24.731Z,2026-08-14T01:22:25.382Z,1707,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,12,0,12,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,19843,123,19966,grok_context_meter_at_generation_start; completion_delta_estimate,19843,19966,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,19705,99.3045,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00013,2026-08-14T01:22:26.075Z,2026-08-14T01:22:26.961Z,2026-08-14T01:22:28.839Z,2764,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,13,0,13,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,19993,228,20221,grok_context_meter_at_generation_start; completion_delta_estimate,19993,20221,,,1,"[""search_replace""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,19843,99.2497,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00014,2026-08-14T01:22:29.154Z,2026-08-14T01:22:30.586Z,2026-08-14T01:22:31.813Z,2659,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,14,0,14,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,20245,107,20352,grok_context_meter_at_generation_start; completion_delta_estimate,20245,20352,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,19993,98.7552,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00015,2026-08-14T01:22:33.322Z,2026-08-14T01:22:34.920Z,2026-08-14T01:22:36.655Z,3333,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,15,0,15,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,20356,326,20682,grok_context_meter_at_generation_start; completion_delta_estimate,20356,20682,,,2,"[""read_file"",""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,20245,99.4547,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00016,2026-08-14T01:22:37.672Z,2026-08-14T01:22:47.123Z,2026-08-14T01:22:52.253Z,14581,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,16,0,16,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,20722,802,21524,grok_context_meter_at_generation_start; completion_delta_estimate,20722,21524,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,20356,98.2338,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00017,2026-08-14T01:22:53.083Z,,2026-08-14T01:22:56.223Z,3140,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,17,0,17,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,21254,0,21254,grok_context_meter_at_generation_start; completion_delta_estimate,21254,21254,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,20722,97.4969,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00018,2026-08-14T01:22:56.971Z,2026-08-14T01:22:59.427Z,2026-08-14T01:23:02.585Z,5614,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,18,0,18,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,22450,590,23040,grok_context_meter_at_generation_start; completion_delta_estimate,22450,23040,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,21254,94.6726,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00019,2026-08-14T01:23:03.250Z,2026-08-14T01:23:04.309Z,2026-08-14T01:23:06.717Z,3467,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,19,0,19,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,23063,223,23286,grok_context_meter_at_generation_start; completion_delta_estimate,23063,23286,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,22450,97.3421,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00020,2026-08-14T01:23:07.459Z,2026-08-14T01:23:08.799Z,2026-08-14T01:23:10.448Z,2989,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,20,0,20,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,23415,275,23690,grok_context_meter_at_generation_start; completion_delta_estimate,23415,23690,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,23063,98.4967,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00021,2026-08-14T01:23:11.170Z,2026-08-14T01:23:13.700Z,2026-08-14T01:23:15.930Z,4760,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,21,0,21,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,23707,241,23948,grok_context_meter_at_generation_start; completion_delta_estimate,23707,23948,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,23415,98.7683,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00022,2026-08-14T01:23:16.818Z,2026-08-14T01:23:19.400Z,2026-08-14T01:23:22.678Z,5860,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,22,0,22,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,24077,411,24488,grok_context_meter_at_generation_start; completion_delta_estimate,24077,24488,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,23707,98.4633,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00023,2026-08-14T01:23:23.428Z,2026-08-14T01:23:24.610Z,2026-08-14T01:23:25.904Z,2476,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,23,0,23,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,24551,112,24663,grok_context_meter_at_generation_start; completion_delta_estimate,24551,24663,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,24077,98.0693,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00024,2026-08-14T01:23:34.917Z,2026-08-14T01:23:36.247Z,2026-08-14T01:23:41.435Z,6518,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,24,0,24,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,26081,1024,27105,grok_context_meter_at_generation_start; completion_delta_estimate,26081,27105,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,24551,94.1337,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00025,2026-08-14T01:23:42.165Z,2026-08-14T01:23:44.030Z,2026-08-14T01:23:44.911Z,2746,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,25,0,25,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,27153,0,27153,grok_context_meter_at_generation_start; completion_delta_estimate,27153,27153,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,26081,96.052,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00026,2026-08-14T01:23:45.612Z,,2026-08-14T01:23:48.596Z,2984,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,26,0,26,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,27589,0,27589,grok_context_meter_at_generation_start; completion_delta_estimate,27589,27589,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,27153,98.4197,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00027,2026-08-14T01:23:49.269Z,2026-08-14T01:23:52.253Z,2026-08-14T01:23:54.653Z,5384,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,27,0,27,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,27964,443,28407,grok_context_meter_at_generation_start; completion_delta_estimate,27964,28407,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,27589,98.659,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00028,2026-08-14T01:23:55.356Z,,2026-08-14T01:23:59.241Z,3885,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,28,0,28,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,28522,0,28522,grok_context_meter_at_generation_start; completion_delta_estimate,28522,28522,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,27964,98.0436,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00029,2026-08-14T01:24:00.051Z,2026-08-14T01:24:01.373Z,2026-08-14T01:24:13.348Z,13297,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,29,0,29,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,28533,913,29446,grok_context_meter_at_generation_start; completion_delta_estimate,28533,29446,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,28522,99.9614,unavailable/in_flight
019ffddb-9859-7833-b05f-476bad51ba1d:00030,2026-08-14T01:24:16.690Z,2026-08-14T01:24:18.932Z,2026-08-14T01:24:20.551Z,3861,019ffddb-9859-7833-b05f-476bad51ba1d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,019ffddb-9a47-7061-b2e4-657bdc6ed908,,30,0,30,builder-qwen,builder,qwen3.6,custom-openai-compatible,chat_completions,BOOTSTRAP-01,medium,29504,0,29504,grok_context_meter_at_generation_start; completion_delta_estimate,29504,29504,,,1,"[""run_terminal_command""]",,,,,,,,,,,,false,,,0,,,true,false,role_work,,28533,96.7089,unavailable/in_flight
